noise,experiment,methanol,point_information,x1,x2,x3,x4,x5,x6,x7
1e-05,1,0.006892202799925913,11.935366867705216,0.15228728516744902,0.14751375095646294,0.00797365457332734,0.006762546707509746,0.11733286518057269,483.28139278663843,35.940806375551645
1e-05,2,0.003170146070964567,15.351630302993598,0.1429488626888541,0.2009134066021932,0.009418028652699372,0.0024824571462957103,0.2846643455499955,516.7237453100372,18.356427745793923
1e-05,3,0.0034890471727021264,12.329271366083104,0.20162312321859693,0.23297198789912765,0.006974534998820221,0.0032647286407011212,0.22017844899901995,472.0134955545486,17.855809933977284
1e-05,4,0.002792414356832232,12.145396492511317,0.13677598824726095,0.1510150277432058,0.004651931537020509,0.0026642102829077096,0.24473292102744207,469.32943892894946,19.53141766620201
1e-05,5,0.006783281599770835,15.793260799722477,0.12108289285533527,0.18978520204973698,0.008547419043740014,0.0060162124169371315,0.279596508340795,522.4781361092021,45.119296108765234
1e-05,6,0.005326635891866303,12.92160059795915,0.31374769436232275,0.18192790136235296,0.00937672958767757,0.004949879400788243,0.08213195474699625,495.17787074747605,38.27636231898356
1e-05,7,0.003943871605047021,12.305992914289227,0.17610491400742256,0.23551810102123585,0.002570741752765343,0.0033982833761031983,0.0776560195928782,485.5446479944286,15.175781680099613
1e-05,8,0.00648629703010261,12.271498481390068,0.2445790451429261,0.14235740611376774,0.0006808768948794575,0.006168289772563805,0.052897896084361025,480.438838721959,30.43103838066413
1e-05,9,0.004933171394351626,10.730143815202304,0.1345465384444212,0.13268932946281525,0.004743331153335445,0.004763688550811919,0.07656970614585008,479.75652681480483,24.767349193481834
1e-05,10,0.005440690993633215,13.971701974622437,0.15993321887299844,0.17241423891989738,0.0021197903635151063,0.004956305966730407,0.07387839774922127,533.8482652466945,21.304570653326227
1e-05,11,0.010485051937567557,14.97947131475249,0.10794409113503552,0.18955468905873368,0.00741959274526392,0.00978753879788451,0.1662479844377324,543.1868471848438,48.31881380830772
1e-05,12,0.006447665710847557,9.853343033306402,0.11968149835690835,0.19270850834771364,0.005369683310323356,0.0063452671121527575,0.05231223260741647,474.81644898564525,38.96880446237897
1e-05,13,0.006406729970896569,10.607254398014131,0.12050217710238013,0.19408409415620037,0.002039991941990581,0.005835087139053914,0.11720617559012322,536.0688930506806,25.911360473864285
1e-05,14,0.000436855903789331,9.45865322988772,0.10526719697736682,0.2051086379869288,0.004463795242207603,0.000408695810826879,0.2789847885339375,454.5396066311793,31.706908151581796
1e-05,15,0.010732376245330506,15.865169052825665,0.14439741059655775,0.20235557408620058,0.008289166272324762,0.009866895877218694,0.2649906465104299,525.6984041505232,44.95758744037225
1e-05,16,0.00787900169215361,15.243315255320619,0.2699883875349374,0.20959163032090122,0.008165563160606517,0.007379175749200503,0.04520692402159656,543.2459320125042,24.090892038248022
1e-05,17,0.005192168752551336,10.788257161487632,0.11547870910655458,0.21275365350419873,0.00784761031668096,0.0051155078386352125,0.14516041726628384,467.006858244665,21.463614227925387
1e-05,18,0.0009922775297817022,15.48323492205529,0.2888737771351586,0.19553170473239562,0.007664526874985437,0.0002372967538454174,0.0502126957054432,547.2425179454126,45.28490113474144
1e-05,19,0.006979776271101171,15.664946876921753,0.2755993464337304,0.2009323919193824,0.00959861259075289,0.006342887461030643,0.009856884639218565,528.7344881866255,29.782344419306654
1e-05,20,0.0047151170581621,15.162183305614153,0.16644576749179588,0.15349228796957834,0.002257077983060133,0.003820730700991941,0.21086964235548838,530.3385905513234,36.710964986587896
1e-05,21,0.010809597187209872,14.795707902190818,0.1952952423583448,0.14850119150953173,0.00252179084225182,0.009893944633722734,0.27164777390735334,536.2321714876462,28.955153816773294
1e-05,22,0.0006559543392647184,14.087790503631512,0.1150969553572117,0.14127198682258818,0.0010042755151516692,0.000338234640581524,0.010918801667223354,543.6234550455004,31.132140243794346
1e-05,23,0.010660732873345444,14.960406763662913,0.10368009370657899,0.19951414798517395,0.009069717209164541,0.009984307701757985,0.22146353086133747,544.874572549236,34.82209315143987
1e-05,24,0.004285437431972988,13.741211306081274,0.18958591646825634,0.18774239122700404,0.009787787122826533,0.0035990006593793556,0.16468398928303582,545.3605291890242,29.444087624686027
1e-05,25,0.007263977362074252,14.74313349969118,0.2506874419114419,0.19052842389712688,0.008528908334948458,0.006518545022050146,0.07395487284099315,541.1262904404387,43.502486703197036
1e-05,26,0.009203423219376504,15.801334053325423,0.3223715394328909,0.20626376142262204,0.008343894508933497,0.008553372656143964,0.010729435375883356,528.6114098899963,23.516715679202655
1e-05,27,0.00589989032489318,14.097178359625437,0.23351127341444572,0.1784641611995055,0.005711198911159155,0.005125177536071004,0.14400968587359214,517.1444377035891,24.29120090694455
1e-05,28,0.0014212254203488561,14.817887449930884,0.30970170062591057,0.1543566179319059,0.0053775878629608795,0.0008102536692865181,0.03608122764347873,513.4806144090796,43.30067355737559
1e-05,29,0.007851682994701771,14.673799867745611,0.2558229696207579,0.14628939828305332,0.006313183268593305,0.007144657299177119,0.149964732123204,516.3279296677925,45.862801698975275
1e-05,30,0.009939676832703314,15.172847483518115,0.21572102131701998,0.1700579975255494,0.002381393023921128,0.009068331208068938,0.239871857575523,512.3552226513434,25.86767510132661
1e-05,31,0.008554376242134652,13.987283989557106,0.3246128197908753,0.1579139537878775,0.00105485644477196,0.00785887633664273,0.08081053949389998,508.88477184175474,46.309995506968676
1e-05,32,0.006600498635935141,15.243180011387008,0.24087517005588152,0.14928249691024303,0.0003126139915061621,0.005684566331629939,0.2568801118900838,510.1144565749127,29.500447732832676
1e-05,33,0.009568945126471344,12.426793385037374,0.2886799208187271,0.1526489376447841,0.0005336189966783722,0.008878386373512912,0.10221915009693427,506.47547069246275,38.11087201733848
1e-05,34,0.00946325639281455,10.923944507726103,0.14571507456783084,0.1444645166156797,0.0009111903449481152,0.008946787360712374,0.0718209435089708,510.10084735253423,35.96040583256571
1e-05,35,0.001445739108464718,13.692416560239266,0.2616200878675389,0.12643165741445156,0.00500362000207548,0.0010694746306491897,0.005177194839170274,488.06811745375,15.121099411820063
1e-05,36,0.0032170105870834415,14.73743270556736,0.10106956621141872,0.16410348417655357,0.0025350039881207108,0.002620808268113308,0.2382346669459477,512.1605078586008,20.82044542721429
1e-05,37,0.01029006237633168,14.90560338900405,0.1697757653583808,0.1956471308811364,0.0027303840556961367,0.009631201619193747,0.23989572411504495,506.59864474737947,43.68996938432727
1e-05,38,0.003961231028385704,14.085903774748488,0.10615510499463271,0.14718675007798812,0.0006502284722385298,0.0034997022555444558,0.17304398130605086,503.4739541100483,41.66823827890576
1e-05,39,0.007078442713820156,14.536374425415431,0.30396101664135033,0.19256748504708893,0.002683378504826562,0.006799771081166717,0.06168339205448989,547.3307945544815,15.5187733162584
1e-05,40,0.004784178642752497,14.653560767872161,0.1024156483899534,0.1274222369535006,0.007460653785381896,0.004212653471206544,0.1939087522847063,531.3637610200678,32.189320739740516
1e-05,41,0.007319230488979989,14.92248470961282,0.11028286076050141,0.16324711536198094,0.0040327959447558496,0.006630689601468476,0.19012258665866152,530.6166623844413,35.891090748616236
